,Event.Id,Investigation.Type,Event.Date,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured
75236,20140427X71558,Accident,2014-04-27,Non-Fatal,Substantial,Helicopter,MCDONNELL DOUGLAS HELICOPTER,600N,No,0.0,2.0,1.0,0.0
75248,20140429X35951,Accident,2014-04-29,Non-Fatal,Substantial,Helicopter,HUGHES,OH 6,No,0.0,0.0,2.0,0.0
75259,20140507X82921,Accident,2014-04-30,Fatal,Substantial,Helicopter,ROBINSON,R44 II,No,1.0,0.0,0.0,0.0
75262,20140501X55649,Accident,2014-05-01,Non-Fatal,Substantial,Helicopter,AGUSTA AEROSPACE CORP,AW119 MKII,No,0.0,0.0,0.0,2.0
75263,20140502X90759,Accident,2014-05-01,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R22 BETA,No,0.0,2.0,0.0,0.0
75266,20140504X23000,Accident,2014-05-03,Non-Fatal,Substantial,Helicopter,BELL,47G,No,0.0,2.0,0.0,0.0
75272,20140508X30821,Accident,2014-05-03,Non-Fatal,Substantial,Helicopter,BELL,407,No,0.0,0.0,0.0,3.0
75276,20140505X93424,Accident,2014-05-04,Non-Fatal,Substantial,Helicopter,MESSERSCHMITT-BOLKOW-BLOHM,BK 117,No,0.0,0.0,0.0,3.0
75337,20140518X03315,Accident,2014-05-18,Fatal,Substantial,Helicopter,AMERICAN EUROCOPTER CORP,AS350B3,No,1.0,0.0,0.0,0.0
75339,20140518X13730,Accident,2014-05-18,Non-Fatal,Substantial,Helicopter,BELL,47G,No,0.0,0.0,0.0,1.0
75347,20140521X35335,Accident,2014-05-21,Non-Fatal,Substantial,Helicopter,BELL HELICOPTER TEXTRON CANADA,206 L4,No,0.0,0.0,0.0,2.0
75366,20140523X30729,Accident,2014-05-23,Non-Fatal,Substantial,Helicopter,WILLIAMS HELICOPTER CORP,UH 1H,No,0.0,1.0,0.0,0.0
75368,20140523X44003,Accident,2014-05-23,Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R22 BETA,No,1.0,0.0,0.0,0.0
75386,20140526X05903,Accident,2014-05-25,Non-Fatal,Substantial,Helicopter,BRANTLY,B 2B,No,0.0,0.0,0.0,2.0
75387,20140527X11007,Accident,2014-05-25,Non-Fatal,Substantial,Helicopter,AEROSPATIALE,AS 365 N2 DAUPHIN,No,0.0,0.0,0.0,3.0
75410,20140811X54554,Accident,2014-05-28,Fatal,Substantial,Helicopter,TEXAS HELICOPTER CORP,OH 13H/M74A,No,1.0,0.0,0.0,0.0
75411,20140529X73728,Accident,2014-05-28,Fatal,Destroyed,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,1.0,0.0,0.0,0.0
75415,20140530X71747,Accident,2014-05-30,Non-Fatal,Substantial,Helicopter,GARLICK HELICOPTERS INC,OH 58A+,No,0.0,1.0,0.0,0.0
75417,20140602X05910,Incident,2014-05-30,Non-Fatal,No Damage,Helicopter,BELL,407,No,0.0,0.0,0.0,6.0
75424,20140531X12419,Accident,2014-05-31,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R22 BETA,No,0.0,0.0,0.0,1.0
75429,20140602X94257,Accident,2014-05-31,Non-Fatal,Substantial,Helicopter,SCHWEIZER,269C,No,0.0,0.0,0.0,2.0
75455,20140604X23226,Accident,2014-06-04,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R22 BETA,No,0.0,0.0,0.0,2.0
75456,20140604X24746,Accident,2014-06-04,Non-Fatal,Destroyed,Helicopter,EMERY MARK,ROTORWAY 162F,Yes,0.0,0.0,0.0,2.0
75485,20140608X15119,Accident,2014-06-08,Non-Fatal,Substantial,Helicopter,MCDONNELL DOUGLAS HELICOPTER,369E,No,0.0,0.0,0.0,2.0
75498,20151202X70415,Accident,2014-06-10,Non-Fatal,Substantial,Helicopter,HUGHES,TH 55A,No,0.0,2.0,0.0,0.0
75500,20140612X31159,Accident,2014-06-11,Fatal,Destroyed,Helicopter,BELL,206 L4,No,2.0,0.0,0.0,0.0
75501,20140613X25958,Accident,2014-06-11,Non-Fatal,Substantial,Helicopter,AIRBUS/EUROCOPTER,AS 350 B3,No,0.0,0.0,0.0,3.0
75514,20140616X33202,Accident,2014-06-13,Fatal,Destroyed,Helicopter,SCHWEIZER,269C,No,1.0,0.0,1.0,0.0
75539,20140617X30814,Accident,2014-06-17,Non-Fatal,Substantial,Helicopter,SCHWEIZER,269C-1,No,0.0,1.0,0.0,0.0
75543,20140617X85917,Accident,2014-06-17,Non-Fatal,Substantial,Helicopter,BELL,206B,No,0.0,2.0,0.0,0.0
75544,20140619X32751,Accident,2014-06-17,Non-Fatal,Substantial,Helicopter,AIRBUS,AS 350 BA FX1,No,0.0,0.0,0.0,7.0
75551,20140619X44316,Accident,2014-06-18,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,0.0,0.0,0.0,3.0
75561,20140624X02752,Accident,2014-06-19,Non-Fatal,Substantial,Helicopter,ROBINSON,R22 - BETA,No,0.0,2.0,0.0,0.0
75566,20140620X43701,Accident,2014-06-20,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R22 BETA,No,0.0,0.0,0.0,1.0
75581,20140623X92501,Accident,2014-06-21,Non-Fatal,Substantial,Helicopter,ROTORWAY,EXEC 162F,Yes,0.0,0.0,0.0,2.0
75596,20140624X92949,Accident,2014-06-23,Non-Fatal,Substantial,Helicopter,AIRBUS HELICOPTERS,AS-350B2,No,0.0,0.0,0.0,4.0
75599,20140624X00629,Accident,2014-06-24,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,0.0,0.0,0.0,2.0
75609,20140630X31517,Incident,2014-06-26,Non-Fatal,Minor,Helicopter,EUROCOPTER,AS 350 B3,No,0.0,0.0,0.0,3.0
75613,20140628X02319,Accident,2014-06-27,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,0.0,0.0,0.0,1.0
75614,20140630X02301,Accident,2014-06-27,Non-Fatal,Substantial,Helicopter,AEROSPATIALE,AS350B,No,0.0,1.0,1.0,2.0
75619,20140630X02437,Accident,2014-06-28,Fatal,Substantial,Helicopter,ROBINSON,R66,No,4.0,0.0,0.0,0.0
75624,20140629X13627,Accident,2014-06-29,Non-Fatal,Substantial,Helicopter,AEROSPATIALE,AS350B2,No,0.0,0.0,3.0,0.0
75640,20140703X85332,Accident,2014-07-02,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R44,No,0.0,0.0,0.0,2.0
75648,20140703X81942,Accident,2014-07-03,Non-Fatal,Substantial,Helicopter,BELL,47G,No,0.0,0.0,0.0,1.0
75651,20140704X25308,Accident,2014-07-04,Non-Fatal,Substantial,Helicopter,AMERICAN EUROCOPTER CORP,AS350B3,No,0.0,1.0,0.0,0.0
75667,20141117X30732,Accident,2014-07-05,Non-Fatal,Destroyed,Helicopter,ROBINSON,R44,No,0.0,0.0,1.0,0.0
75698,20140713X41116,Accident,2014-07-11,Non-Fatal,Substantial,Helicopter,BELL,47K,No,0.0,2.0,0.0,2.0
75699,20140714X22340,Accident,2014-07-11,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,0.0,0.0,0.0,4.0
75720,20140729X90047,Accident,2014-07-14,Non-Fatal,Substantial,Helicopter,MD HELICOPTER,600N,No,0.0,0.0,0.0,1.0
75721,20140716X61901,Accident,2014-07-15,Non-Fatal,Substantial,Helicopter,AMERICAN EUROCOPTER CORP,AS350B3,No,0.0,0.0,0.0,2.0
75731,20140717X70001,Accident,2014-07-17,Fatal,Destroyed,Helicopter,AGUSTA SPA,A109E,No,3.0,0.0,0.0,0.0
75740,20140718X32909,Accident,2014-07-18,Non-Fatal,Substantial,Helicopter,BELL,47G 2A,No,0.0,0.0,1.0,0.0
75753,20140729X65655,Accident,2014-07-19,Non-Fatal,Substantial,Helicopter,BELL,206B,No,0.0,0.0,0.0,1.0
75766,20140722X52311,Accident,2014-07-21,Non-Fatal,Substantial,Helicopter,SCHWEIZER,269C,No,0.0,2.0,0.0,0.0
75774,20140722X53457,Accident,2014-07-22,Non-Fatal,Substantial,Helicopter,MDHI,369D,No,0.0,0.0,1.0,0.0
75777,20140723X81618,Accident,2014-07-23,Fatal,Substantial,Helicopter,BELL,206A,No,1.0,0.0,0.0,0.0
75778,20140724X61734,Accident,2014-07-23,Fatal,Substantial,Helicopter,ROBINSON,R44,No,2.0,0.0,0.0,0.0
75787,20140728X34331,Accident,2014-07-25,Non-Fatal,Substantial,Helicopter,CONTINENTAL COPTERS INC.,TOMCAT MK5A,No,0.0,0.0,0.0,1.0
75790,20140726X03559,Accident,2014-07-26,Non-Fatal,Substantial,Helicopter,HILLER,UH 12E,No,0.0,0.0,0.0,1.0
75797,20140728X11738,Accident,2014-07-26,Non-Fatal,Substantial,Helicopter,BELL,206B,No,0.0,0.0,0.0,1.0
75817,20140731X55530,Accident,2014-07-29,Non-Fatal,Substantial,Helicopter,HUGHES,369D,No,0.0,0.0,1.0,0.0
75822,20140828X71341,Accident,2014-07-30,Non-Fatal,Substantial,Helicopter,BELL,206B,No,0.0,0.0,0.0,1.0
75829,20140804X11431,Accident,2014-07-31,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R44,No,0.0,1.0,0.0,0.0
75834,20140801X02351,Accident,2014-08-01,Non-Fatal,Substantial,Helicopter,S.N.I.A.S.,AS350B,No,0.0,0.0,2.0,2.0
75839,20140802X50827,Accident,2014-08-01,Non-Fatal,Substantial,Helicopter,MOSQUITO,XE,Yes,0.0,0.0,0.0,1.0
75846,20140804X02020,Accident,2014-08-02,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,0.0,0.0,0.0,3.0
75869,20140807X92309,Accident,2014-08-07,Non-Fatal,Substantial,Helicopter,ENSTROM,F 28F,No,0.0,0.0,1.0,0.0
75895,20140810X32933,Accident,2014-08-10,Fatal,Destroyed,Helicopter,BELL,47G 2,No,1.0,0.0,0.0,0.0
75904,20140811X32733,Accident,2014-08-11,Non-Fatal,Substantial,Helicopter,HUGHES,269C,No,0.0,0.0,0.0,1.0
75908,20140811X33946,Accident,2014-08-12,Non-Fatal,Substantial,Helicopter,MCDONNELL DOUGLAS HELICOPTER,500N,No,0.0,0.0,0.0,3.0
75910,20140812X50722,Accident,2014-08-12,Fatal,Substantial,Helicopter,BELL,47G 5,No,1.0,0.0,0.0,0.0
75918,20140813X51839,Accident,2014-08-13,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R44,No,0.0,0.0,0.0,1.0
75949,20140829X55601,Accident,2014-08-17,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R44,No,0.0,0.0,0.0,1.0
75952,20140821X05028,Accident,2014-08-18,Non-Fatal,Substantial,Helicopter,HUGHES,369HS,No,0.0,0.0,0.0,1.0
75954,20140919X03802,Incident,2014-08-18,Not Mentioned,No Damage,Helicopter,AEROSPATIALE,AS 350 B-2,No,0.0,0.0,0.0,0.0
75955,20141014X25122,Incident,2014-08-18,Non-Fatal,Minor,Helicopter,ROBINSON HELICOPTER COMPANY,ROBINSON R44 II,No,0.0,0.0,0.0,1.0
75958,20140819X50947,Accident,2014-08-19,Fatal,Substantial,Helicopter,MCDONNELL DOUGLAS HELICOPTER,369E,No,2.0,0.0,0.0,0.0
75990,20140824X24322,Accident,2014-08-24,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,0.0,1.0,0.0,0.0
75991,20140824X90735,Accident,2014-08-24,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R22 BETA,No,0.0,0.0,0.0,2.0
75995,20140825X61141,Accident,2014-08-25,Non-Fatal,Substantial,Helicopter,HILLER,UH 12E,No,0.0,1.0,0.0,1.0
75997,20140829X05451,Accident,2014-08-25,Fatal,Destroyed,Helicopter,ROBINSON HELICOPTER CO,R22 BETA,No,1.0,0.0,0.0,0.0
76008,20140828X32451,Accident,2014-08-27,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R22 BETA,No,0.0,1.0,1.0,0.0
76014,20140828X53001,Accident,2014-08-28,Non-Fatal,Substantial,Helicopter,AIRBUS HELICOPTERS,AS 350 B3,No,0.0,2.0,0.0,0.0
76038,20140902X80413,Accident,2014-09-02,Non-Fatal,Substantial,Helicopter,HUGHES,369D,No,0.0,0.0,1.0,0.0
76040,20160405X25208,Accident,2014-09-02,Fatal,Destroyed,Helicopter,AGUSTA,AW109,No,2.0,0.0,0.0,0.0
76057,20140909X94230,Accident,2014-09-05,Non-Fatal,Substantial,Helicopter,EUROCOPTER,AS 350 B3,No,0.0,0.0,0.0,2.0
76058,20140910X82654,Accident,2014-09-05,Fatal,Destroyed,Helicopter,ROBINSON HELICOPTER,R44,No,2.0,0.0,0.0,0.0
76066,20140908X10448,Accident,2014-09-06,Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,1.0,0.0,0.0,0.0
76091,20150212X35858,Incident,2014-09-11,Non-Fatal,No Damage,Helicopter,AGUSTAWESTLAND,AW139,No,0.0,0.0,0.0,4.0
76092,20140912X71805,Accident,2014-09-11,Non-Fatal,Substantial,Helicopter,BELL,407,No,0.0,1.0,0.0,0.0
76093,20140912X72236,Accident,2014-09-12,Non-Fatal,Substantial,Helicopter,BELL,206,No,0.0,0.0,0.0,2.0
76110,20140916X11037,Accident,2014-09-14,Non-Fatal,Substantial,Helicopter,EUROCOPTER,AS 350 B2,No,0.0,0.0,0.0,2.0
76117,20140918X54351,Accident,2014-09-15,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R44,No,0.0,0.0,0.0,2.0
76119,20140917X32247,Accident,2014-09-16,Fatal,Destroyed,Helicopter,AGUSTA BELL,206B,No,2.0,0.0,0.0,0.0
76122,20140918X52446,Accident,2014-09-16,Non-Fatal,Substantial,Helicopter,ROBINSON,R22 - BETA,No,0.0,0.0,0.0,2.0
76141,20140923X41257,Accident,2014-09-19,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R22 BETA,No,0.0,0.0,0.0,1.0
76162,20140923X00810,Accident,2014-09-22,Non-Fatal,Substantial,Helicopter,SCHWEIZER,269C,No,0.0,0.0,0.0,2.0
76165,20140923X44032,Accident,2014-09-22,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R44,No,0.0,0.0,0.0,4.0
76168,20140925X93010,Accident,2014-09-23,Fatal,Substantial,Helicopter,BELL,206B,No,3.0,0.0,0.0,0.0
76176,20140929X52153,Accident,2014-09-25,Non-Fatal,Substantial,Helicopter,BELL,206B,No,0.0,0.0,0.0,1.0
76180,20140926X44653,Accident,2014-09-26,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R22 BETA,No,0.0,1.0,0.0,1.0
76186,20140928X75554,Accident,2014-09-28,Fatal,Substantial,Helicopter,EAGLE R&D INC,HELICYCLE,Yes,1.0,0.0,0.0,0.0
76204,20141002X70257,Accident,2014-10-02,Non-Fatal,Substantial,Helicopter,BELL,206B,No,0.0,0.0,3.0,0.0
76211,20141008X13916,Accident,2014-10-03,Non-Fatal,Substantial,Helicopter,BELL,206B,No,0.0,0.0,1.0,0.0
76213,20141004X60516,Accident,2014-10-04,Fatal,Destroyed,Helicopter,BELL HELICOPTER TEXTRON,206L 1,No,3.0,0.0,1.0,0.0
76231,20141024X24524,Accident,2014-10-07,Fatal,Destroyed,Helicopter,ROBINSON,R44 II,No,1.0,0.0,0.0,0.0
76261,20141016X24919,Accident,2014-10-16,Non-Fatal,Substantial,Helicopter,BELL,206B,No,0.0,0.0,0.0,2.0
76271,20141020X13547,Accident,2014-10-17,Non-Fatal,Substantial,Helicopter,AIRBUS HELICOPTERS,AS 350 B3,No,0.0,1.0,0.0,0.0
76301,20141030X45050,Accident,2014-10-23,Non-Fatal,Substantial,Helicopter,BELL,UH1H,No,0.0,0.0,0.0,3.0
76305,20141024X40111,Accident,2014-10-24,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R44,No,0.0,0.0,0.0,2.0
76319,20141128X93344,Accident,2014-10-25,Non-Fatal,Substantial,Helicopter,BELL,206B,No,0.0,0.0,0.0,5.0
76331,20141028X14929,Accident,2014-10-27,Non-Fatal,Substantial,Helicopter,EUROCOPTER,AS 350,No,0.0,0.0,1.0,0.0
76339,20141105X83801,Accident,2014-10-29,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER CO,R66,No,0.0,0.0,0.0,2.0
76346,20141103X22603,Accident,2014-11-01,Fatal,Substantial,Helicopter,BELL,206B-3,No,1.0,0.0,1.0,1.0
76363,20141110X93949,Accident,2014-11-08,Non-Fatal,Substantial,Helicopter,MOSIER ROBERT S,MOSQUITO XET,Yes,0.0,1.0,0.0,0.0
76369,20141116X75006,Incident,2014-11-11,Non-Fatal,No Damage,Helicopter,BELL,407,No,0.0,0.0,0.0,4.0
76373,20141113X54904,Accident,2014-11-13,Non-Fatal,Substantial,Helicopter,AEROSPATIALE,AS350BA,No,0.0,2.0,0.0,0.0
76379,20141117X15544,Accident,2014-11-15,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R22 BETA,No,0.0,2.0,0.0,0.0
76391,20141119X50954,Accident,2014-11-18,Non-Fatal,Substantial,Helicopter,MCDONNELL DOUGLAS HELICOPTER,MD500,No,0.0,0.0,0.0,2.0
76410,20141128X82658,Accident,2014-11-24,Non-Fatal,Substantial,Helicopter,HILLER,OH 23B,No,0.0,0.0,0.0,2.0
76416,20141204X91829,Accident,2014-11-27,Non-Fatal,Substantial,Helicopter,MD HELICOPTER INC,MD 900,No,0.0,1.0,0.0,2.0
76425,20141209X12845,Accident,2014-11-29,Fatal,Destroyed,Helicopter,ROBINSON,R44 - II,No,4.0,0.0,0.0,0.0
76435,20141202X73240,Accident,2014-12-02,Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44,No,2.0,0.0,0.0,0.0
76445,20141208X45533,Accident,2014-12-04,Fatal,Destroyed,Helicopter,SCHWEIZER,269C - 1,No,2.0,0.0,0.0,0.0
76457,20141222X60930,Accident,2014-12-08,Non-Fatal,Substantial,Helicopter,ENSTROM,280FX,No,0.0,1.0,0.0,0.0
76474,20150120X22925,Accident,2014-12-15,Fatal,Substantial,Helicopter,AIRBUS HELICOPTER,EC135T2+,No,4.0,0.0,0.0,0.0
76476,20141217X23603,Accident,2014-12-16,Non-Fatal,Substantial,Helicopter,EUROCOPTER,AS 350 B2 ECUREUIL,No,0.0,0.0,0.0,4.0
76487,20141224X24922,Accident,2014-12-21,Non-Fatal,Substantial,Helicopter,BELL,430,No,0.0,0.0,0.0,7.0
76490,20141222X43102,Accident,2014-12-22,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER CO,R66,No,0.0,0.0,0.0,1.0
76500,20150113X15218,Accident,2014-12-27,Fatal,Destroyed,Helicopter,AEROSPATIALE,AS350B,No,5.0,0.0,0.0,0.0
76503,20141229X15321,Accident,2014-12-29,Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R22 BETA,No,1.0,0.0,1.0,0.0
76505,20150105X12648,Accident,2014-12-29,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,0.0,0.0,0.0,1.0
76513,20150108X11648,Incident,2014-12-30,Non-Fatal,No Damage,Helicopter,ROBINSON HELICOPTER,R22 BETA II,No,0.0,0.0,0.0,1.0
76515,20141231X83422,Accident,2014-12-31,Non-Fatal,Substantial,Helicopter,MD HELICOPTER INC,369FF,No,0.0,0.0,2.0,0.0
76517,20150101X15630,Accident,2015-01-01,Fatal,Destroyed,Helicopter,BELL,206,No,2.0,0.0,0.0,0.0
76522,20150103X94415,Accident,2015-01-02,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,0.0,1.0,0.0,2.0
76544,20150110X10017,Accident,2015-01-10,Fatal,Destroyed,Helicopter,ROBINSON HELICOPTER,R22 BETA,No,1.0,0.0,0.0,0.0
76549,20150116X44922,Accident,2015-01-10,Fatal,Destroyed,Helicopter,ROBINSON,R44 - II,No,1.0,0.0,1.0,0.0
76554,20150123X32410,Accident,2015-01-13,Non-Fatal,Substantial,Helicopter,HAL,DHRUV,No,0.0,2.0,0.0,0.0
76566,20150116X65836,Accident,2015-01-16,Fatal,Substantial,Helicopter,BAKER BOBBY J,SAFARI,Yes,1.0,0.0,0.0,0.0
76573,20150126X41009,Accident,2015-01-17,Non-Fatal,Destroyed,Helicopter,BELL,206 - L1,No,0.0,4.0,0.0,0.0
76580,20150120X75714,Accident,2015-01-20,Non-Fatal,Substantial,Helicopter,ROBINSON,R66,No,0.0,0.0,0.0,3.0
76589,20150224X70026,Accident,2015-01-23,Non-Fatal,Substantial,Helicopter,ROBINSON,R44 - II,No,0.0,0.0,0.0,1.0
76601,20150128X02848,Accident,2015-01-26,Fatal,Destroyed,Helicopter,ENSTROM,280FX,No,2.0,0.0,0.0,0.0
76604,20150130X44408,Accident,2015-01-27,Fatal,Destroyed,Helicopter,HAL,DHRUV,No,3.0,0.0,0.0,0.0
76608,20150130X12418,Accident,2015-01-29,Non-Fatal,Substantial,Helicopter,BELL-WATSON,47 G,No,0.0,0.0,0.0,2.0
76612,20150201X23855,Accident,2015-01-31,Non-Fatal,Substantial,Helicopter,BUTLER RAYMOND,ROTORWAY EXEC 162F,Yes,0.0,0.0,0.0,2.0
76615,20150202X83148,Accident,2015-02-01,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,0.0,0.0,0.0,1.0
76617,20150211X84924,Accident,2015-02-01,Non-Fatal,Substantial,Helicopter,SCHWEIZER,269C 1,No,0.0,0.0,0.0,2.0
76626,20150305X10103,Accident,2015-02-06,Non-Fatal,Substantial,Helicopter,HUGHES,269A,No,0.0,0.0,0.0,1.0
76629,20150212X15038,Incident,2015-02-07,Not Mentioned,No Damage,Helicopter,ROBINSON,R66,No,0.0,0.0,0.0,0.0
76645,20150213X34718,Accident,2015-02-12,Fatal,Destroyed,Helicopter,JUDR ZDENEK PRAZDNY,ROTORWAY,Yes,1.0,0.0,0.0,0.0
76646,20150224X05152,Incident,2015-02-12,Non-Fatal,No Damage,Helicopter,BELL,206 - L4,No,0.0,0.0,0.0,1.0
76657,20150225X45502,Accident,2015-02-15,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R22 BETA,No,0.0,1.0,0.0,0.0
76658,20150226X64850,Accident,2015-02-15,Non-Fatal,Substantial,Helicopter,BELL,206,No,0.0,0.0,0.0,6.0
76662,20150309X14354,Accident,2015-02-15,Non-Fatal,Substantial,Helicopter,BELL,206 - L4,No,0.0,0.0,0.0,1.0
76672,20150220X45640,Accident,2015-02-19,Fatal,Substantial,Helicopter,ROBINSON,R44 II,No,2.0,0.0,0.0,0.0
76673,20150220X74821,Accident,2015-02-19,Non-Fatal,Substantial,Helicopter,BELL/GARLICK,UH 1H,No,0.0,0.0,0.0,1.0
76675,20150225X31336,Accident,2015-02-20,Non-Fatal,Substantial,Helicopter,AGUSTA AEROSPACE CORP,AW119 MKII,No,0.0,0.0,0.0,2.0
76687,20150227X93828,Accident,2015-02-26,Non-Fatal,Substantial,Helicopter,GADDIS MICHAEL,EXEC 162 F,Yes,0.0,0.0,0.0,2.0
76688,20150227X62134,Accident,2015-02-27,Non-Fatal,Substantial,Helicopter,BELL,47G 2A,No,0.0,0.0,1.0,0.0
76705,20150303X01545,Accident,2015-03-03,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R22 BETA,No,0.0,1.0,0.0,0.0
76715,20150309X04646,Accident,2015-03-05,Non-Fatal,Substantial,Helicopter,BELL,407,No,0.0,0.0,0.0,2.0
76721,20150308X10201,Accident,2015-03-07,Fatal,Destroyed,Helicopter,AIRBUS HELICOPTERS (EUROCOPTE,EC-130-B4,No,1.0,0.0,0.0,0.0
76732,20150316X14004,Accident,2015-03-08,Fatal,Destroyed,Helicopter,BELL,UH1H - NO SERIES,No,1.0,0.0,0.0,0.0
76741,20150311X02544,Accident,2015-03-10,Non-Fatal,Substantial,Helicopter,BELL,206B,No,0.0,0.0,0.0,1.0
76751,20150313X72113,Accident,2015-03-13,Fatal,Destroyed,Helicopter,EUROCOPTER,AS 350 B2,No,1.0,0.0,2.0,0.0
76752,20150313X75813,Accident,2015-03-13,Non-Fatal,Substantial,Helicopter,AIRBUS,AS350 B2,No,0.0,0.0,0.0,3.0
76754,20150314X05535,Accident,2015-03-14,Non-Fatal,Substantial,Helicopter,RICHARD FUIST,ROTORWAY TALON,Yes,0.0,1.0,0.0,0.0
76756,20150318X45522,Accident,2015-03-14,Non-Fatal,Substantial,Helicopter,ENSTROM,F28 - C,No,0.0,0.0,0.0,2.0
76786,20150323X20114,Accident,2015-03-21,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R44,No,0.0,1.0,0.0,0.0
76788,20150601X23534,Accident,2015-03-21,Non-Fatal,Substantial,Helicopter,SIKORSKY,S76 - C,No,0.0,5.0,2.0,0.0
76789,20150322X92548,Accident,2015-03-22,Fatal,Destroyed,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,3.0,0.0,0.0,0.0
76799,20150408X11229,Accident,2015-03-24,Non-Fatal,Substantial,Helicopter,BELL,206B,No,0.0,0.0,0.0,2.0
76815,20150331X05631,Accident,2015-03-28,Non-Fatal,Substantial,Helicopter,GIACKINO DONALD W,ROTORWAY 162F,Yes,0.0,0.0,0.0,1.0
76824,20150331X03627,Accident,2015-03-29,Non-Fatal,Substantial,Helicopter,HILLER,UH 12E,No,0.0,0.0,0.0,1.0
76826,20150331X22042,Accident,2015-03-29,Fatal,Substantial,Helicopter,ROBINSON,R44 - II,No,1.0,0.0,0.0,0.0
76829,20150330X73700,Accident,2015-03-30,Fatal,Destroyed,Helicopter,BELL HELICOPTER TEXTRON,206 L-1,No,2.0,0.0,1.0,0.0
76834,20150408X54634,Accident,2015-03-31,Fatal,Destroyed,Helicopter,BELL,206 - L4,No,4.0,0.0,0.0,0.0
76843,20150403X70210,Accident,2015-04-03,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R22 BETA,No,0.0,0.0,0.0,2.0
76854,20150428X93804,Accident,2015-04-04,Fatal,Destroyed,Helicopter,EUROCOPTER,AS365N3,No,6.0,0.0,0.0,0.0
76858,20150407X12857,Accident,2015-04-06,Fatal,Substantial,Helicopter,HUGHES,369D,No,1.0,0.0,0.0,0.0
76881,20150414X21242,Accident,2015-04-13,Fatal,Substantial,Helicopter,BELL,206 - B,No,1.0,0.0,0.0,0.0
76890,20150416X53304,Accident,2015-04-15,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,0.0,0.0,0.0,2.0
76928,20150430X25532,Accident,2015-04-22,Fatal,Destroyed,Helicopter,BELL,UH1H - NO SERIES,No,2.0,0.0,0.0,0.0
76935,20150514X22344,Accident,2015-04-26,Non-Fatal,Substantial,Helicopter,BELL,430,No,0.0,2.0,0.0,5.0
76940,20150428X84204,Accident,2015-04-28,Fatal,No Damage,Helicopter,EUROCOPTER DEUTSCHLAND GMBH,MBB BK 117 C-2,No,1.0,0.0,0.0,2.0
76958,20180613X83707,Incident,2015-05-02,Not Mentioned,No Damage,Helicopter,BELL,407,No,0.0,0.0,0.0,0.0
76971,20150521X91139,Accident,2015-05-04,Non-Fatal,Substantial,Helicopter,AIRBUS,AS-350,No,0.0,0.0,0.0,2.0
